94753893478418	1
94753893481298	1
94753893481358	0
94753893481379	1
94753893481435	1
94753893481494	0
94753893481498	0
94753893481507	1
94753893481810	1
94753893481938	0
94753893481964	0
94753893482018	0
94753893482433	0
94753893482438	1
94753893485578	0
94753893485608	1
94753893485630	0
94753893485635	0
94753893485651	0
94753893485656	1
94753893485680	0
94753893485690	0
94753893487400	1
94753893494578	0
94753893494657	0
94753893494666	0
94753893494676	0
94753893498243	1
94753893498257	1
94753893498267	0
94753893498271	0
94753893498297	1
94753893498301	1
94753893498329	1
94753893498434	0
94753893502159	1
94753893508032	1
94753893508043	0
94753893508107	0
94753893508116	0
94753893508127	0
94753893508150	1
94753893508179	0
94753893508194	1
94753893508208	0
94753893508244	0
94753893508262	0
94753893508388	1
94753893508565	1
94753893508787	0
94753893508792	1
94753893508819	0
94753893508843	0
94753893508853	0
94753893508983	1
94753893509315	1
94753893513514	1
94753893517840	0
94753893517853	1
94753893518672	0
94753893518768	0
94753893518828	0
94753893518853	0
94753893518874	0
94753893518928	0
94753893518938	0
94753893519209	0
94753893519241	0
94753893519282	0
94753893519292	0
94753893522837	0
94753893522849	0
94753893522854	0
94753893522888	0
94753893522892	0
94753893522908	0
94753893522984	0
94753893523379	0
94753893523406	0
94753893523408	0
94753893523417	0
94753893523796	0
94753893523837	0
94753893523860	0
94753893523869	1
94753893524693	0
94753893524746	0
94753893524787	0
94753893524800	1
94753893524813	0
94753893524835	0
94753893524847	0
94753893524856	1
94753893524930	1
94753893524999	1
94753893525063	0
94753893526954	1
94753893527190	0
94753893527215	1
94753893527227	0
94753893527235	0
94753893527249	0
94753893527263	0
94753893527554	0
94753893527593	0
94753893527616	0
94753893527621	0
94753893527629	0
94753893527691	1
94753893527741	1
94753893527765	0
94753893528064	1
94753893528076	0
94753893528086	1
94753893528100	0
94753893528108	0
94753893528121	1
94753893528147	1
94753893528203	1
94753893528212	1
94753893528315	1
94753893528385	1
94753893528405	0
94753893528417	0
94753893528425	0
94753893528680	0
94753893528689	1
94753893528714	0
94753893528739	1
94753893528797	1
94753893528834	0
94753893528843	1
94753893528880	1
94753893528890	1
94753893528920	1
94753893529237	0
94753893529290	0
94753893529310	0
94753893529326	0
94753893529610	0
94753893529634	1
94753893529687	1
94753893529718	1
94753893529749	0
94753893529765	1
94753893529880	0
94753893529929	1
94753893531679	0
94753893531711	0
94753893531726	1
94753893531738	0
94753893531744	0
94753893531757	0
94753893531766	1
94753893533008	1
94753893533067	1
94753893533730	0
94753893533739	0
94753893533748	1
94753893534461	0
94753893534566	0
94753893534575	0
94753893534584	0
94753893534686	0
94753893536055	0
94753893536141	1
94753893536290	0
94753893536320	0
94753893536607	0
94753893536698	0
94753893536708	1
94753893536737	1
94753893536779	1
94753893537015	1
94753893538667	1
94753893539082	1
94753893539132	1
94753893539136	0
94753893539143	0
94753893539148	0
94753893539221	0
94753893539266	0
94753893539273	1
94753893539320	0
94753893539325	0
94753893539405	0
94753893539419	0
94753893539933	0
94753893540058	0
94753893540080	1
94753893540124	0
94753893540793	0
94753893540803	0
94753893540920	0
94753893540931	0
94753893541000	0
94753893541068	1
94753893541201	0
94753893541415	0
94753893541493	0
94753893541501	0
94753893541566	1
94753893541668	1
94753893541703	1
94753893541733	0
94753893541751	1
94753893541949	0
94753893542060	1
94753893542090	0
94753893542177	1
94753893542310	0
94753893548649	0
94753893548674	0
94753893548690	0
94753893548695	1
94753893548711	1
94753893548716	1
94753893548727	1
94753893548738	0
94753893548755	0
94753893548824	0
94753893548829	1
94753893548855	0
94753893548859	0
94753893548909	0
94753893549041	0
94753893549046	0
94753893549071	0
94753893549075	0
94753893549154	0
94753893549164	0
94753893549173	0
94753893549182	1
94753893549187	1
94753893549197	0
94753893549229	0
94753893549242	0
94753893549283	0
94753893549293	0
94753893549333	1
94753893549380	1
94753893549573	0
94753893549582	0
94753893549591	0
94753893549641	0
94753893549684	0
94753893549694	0
94753893550057	0
94753893550062	0
94753893550089	1
94753893550093	1
94753893550151	0
94753893550157	0
94753893552043	1
94753893552434	1
94753893552472	0
94753893552477	0
94753893552499	0
94753893552590	0
94753893552595	1
94753893552626	0
94753893552658	0
94753893552687	0
94753893552701	0
94753893552716	0
94753893552772	1
94753893554085	0
94753893554116	0
140259877075513	1
140259877075557	0
140259877075573	0
140259877075633	1
140259877075669	0
140259877075717	1
140259877075725	0
140259877075780	0
140259877075891	0
140259877075918	0
