94577895112722	1
94577895115602	1
94577895115662	0
94577895115683	1
94577895115739	1
94577895115798	0
94577895115802	0
94577895115811	1
94577895116114	1
94577895116242	0
94577895116268	0
94577895116322	0
94577895116737	0
94577895116742	1
94577895119882	0
94577895119912	1
94577895119934	0
94577895119939	0
94577895119955	0
94577895119960	1
94577895119984	0
94577895119994	0
94577895121704	1
94577895128882	0
94577895128961	0
94577895128970	0
94577895128980	0
94577895132547	1
94577895132561	1
94577895132571	0
94577895132575	0
94577895132601	1
94577895132605	1
94577895132633	1
94577895132738	0
94577895136463	1
94577895142336	0
94577895142347	1
94577895142411	0
94577895142420	0
94577895142431	0
94577895142454	1
94577895142483	0
94577895142498	1
94577895142512	0
94577895142548	0
94577895142566	0
94577895142692	1
94577895142869	0
94577895143091	0
94577895143096	1
94577895143123	0
94577895143147	0
94577895143157	0
94577895143287	1
94577895143381	0
94577895143391	0
94577895143448	1
94577895143462	1
94577895143482	0
94577895143510	0
94577895143520	0
94577895143619	1
94577895147818	1
94577895152144	0
94577895152157	1
94577895152976	0
94577895153072	0
94577895153132	0
94577895153157	0
94577895153178	0
94577895153232	0
94577895153242	0
94577895153513	0
94577895153545	0
94577895153586	0
94577895153596	0
94577895153639	0
94577895153687	0
94577895153696	0
94577895153773	0
94577895153820	0
94577895153830	1
94577895153921	0
94577895153954	0
94577895157141	0
94577895157153	0
94577895157158	0
94577895157192	0
94577895157196	0
94577895157212	0
94577895157288	0
94577895157683	0
94577895157710	0
94577895157712	0
94577895157721	0
94577895158100	0
94577895158141	0
94577895158164	0
94577895158173	1
94577895158997	0
94577895159050	0
94577895159091	0
94577895159104	1
94577895159117	0
94577895159139	0
94577895159151	0
94577895159160	1
94577895159234	1
94577895159303	1
94577895159367	0
94577895161494	0
94577895161519	1
94577895161531	0
94577895161539	0
94577895161553	0
94577895161567	0
94577895161795	0
94577895161858	0
94577895161897	0
94577895161920	0
94577895161925	0
94577895161933	0
94577895161995	1
94577895162005	0
94577895162045	1
94577895162069	0
94577895162368	1
94577895162380	0
94577895162390	1
94577895162404	0
94577895162412	0
94577895162425	1
94577895162451	1
94577895162507	1
94577895162516	1
94577895162619	1
94577895162984	0
94577895162993	1
94577895163018	1
94577895163043	1
94577895163101	1
94577895163138	0
94577895163147	1
94577895163184	1
94577895163194	0
94577895163224	1
94577895163324	1
94577895163541	0
94577895163594	0
94577895163614	0
94577895163630	0
94577895163914	0
94577895163938	1
94577895163970	1
94577895163991	1
94577895164022	1
94577895164053	0
94577895164069	0
94577895164083	1
94577895164184	0
94577895164233	1
94577895164567	1
94577895164710	1
94577895164724	1
94577895164842	1
94577895164879	0
94577895164904	1
94577895165349	1
94577895165363	0
94577895165373	0
94577895165375	1
94577895165384	0
94577895165393	1
94577895165441	0
94577895165462	1
94577895165587	1
94577895165611	0
94577895165620	0
94577895165645	0
94577895165676	1
94577895165799	0
94577895165948	0
94577895165983	0
94577895166015	0
94577895166030	1
94577895167795	1
94577895167829	0
94577895168765	0
94577895168870	0
94577895168879	0
94577895168888	1
94577895168990	0
94577895170152	0
94577895170165	1
94577895170359	0
94577895170445	1
94577895170594	0
94577895170624	0
94577895170831	1
94577895170911	0
94577895171002	0
94577895171012	1
94577895171041	1
94577895171083	1
94577895171319	1
94577895172971	1
94577895173386	1
94577895173436	1
94577895173440	0
94577895173447	0
94577895173452	0
94577895173525	0
94577895173570	0
94577895173577	1
94577895173624	0
94577895173629	0
94577895173709	0
94577895173723	0
94577895174237	0
94577895174362	0
94577895174384	1
94577895174428	0
94577895175097	0
94577895175107	0
94577895175224	0
94577895175235	0
94577895175304	0
94577895175372	1
94577895175505	0
94577895175719	0
94577895175797	0
94577895175805	0
94577895175870	1
94577895175972	1
94577895176007	1
94577895176037	0
94577895176055	1
94577895176253	0
94577895176364	1
94577895176394	0
94577895176481	1
94577895176614	0
94577895182953	0
94577895182978	0
94577895182994	0
94577895182999	1
94577895183015	1
94577895183020	1
94577895183031	1
94577895183042	0
94577895183059	0
94577895183128	0
94577895183133	1
94577895183159	0
94577895183163	0
94577895183213	0
94577895183345	0
94577895183350	0
94577895183375	0
94577895183379	0
94577895183458	0
94577895183468	0
94577895183477	0
94577895183486	1
94577895183491	1
94577895183501	0
94577895183533	0
94577895183546	0
94577895183587	0
94577895183597	0
94577895183637	1
94577895183684	1
94577895183877	0
94577895183886	0
94577895183895	0
94577895183945	0
94577895183988	0
94577895183998	0
94577895184361	0
94577895184366	0
94577895184393	1
94577895184397	1
94577895184455	0
94577895184461	0
94577895186347	1
94577895186738	1
94577895186776	0
94577895186781	0
94577895186803	0
94577895186894	0
94577895186899	1
94577895186930	0
94577895186962	0
94577895186991	0
94577895187005	0
94577895187020	0
94577895187076	1
94577895188389	0
94577895188420	0
140524252551737	1
140524252551781	0
140524252551797	0
140524252551857	1
140524252551893	0
140524252551941	1
140524252551949	0
140524252552004	0
140524252552115	0
140524252552142	0
140524252552153	0
140524252552163	0
140524252552196	0
140524252552209	0
140524252552218	0
140524252552224	0
140524252552249	1
140524252552297	0
140524252552301	0
140524252552319	1
140524252552349	1
140524252552499	0
140524252552591	0
140524252552630	1
140524252552659	1
140524252552671	1
140524252552696	0
140524252552700	0
140524252552708	1
140524252552714	1
140524252552756	0
140524252552771	1
140524252552865	0
140524252552879	0
140524252553029	1
140524252553119	1
140524252553205	1
140524252553225	0
140524252553248	0
140524252553257	0
140524252553295	0
140524252553303	0
140524252553325	0
140524252679235	1
140524252679274	0
140524252679676	1
140524252680436	0
140524252680604	0
140524252680616	1
140524252680624	0
140524252680800	0
140524252680890	0
140524252680898	0
140524252683079	0
140524252695483	0
140524252695504	0
140524252695561	0
140524252695580	1
140524252696102	0
140524252696128	0
140524252696154	0
140524252696213	0
140524252703570	0
140524252703579	0
140524252703588	0
140524252703614	1
140524252703637	0
140524252703646	0
140524252703663	0
140524252703672	0
140524252703680	1
140524252703689	0
140524252703719	0
140524252703728	0
140524252703776	1
140524252703810	0
140524252703814	1
140524252703823	1
140524252703858	0
140524252703863	1
140524252703891	0
140524252703905	0
140524252703913	1
140524252704003	1
140524252704165	0
140524252780078	1
140524252780253	0
140524252891358	1
140524252891382	0
140524252891391	0
140524252891403	0
140524252891469	0
140524252891526	0
140524252891557	0
140524252891570	0
140524252891589	0
140524252891612	0
140524252891626	0
140524252891640	0
140524252891732	0
140524252891939	1
140524252892046	1
140524252892079	1
140524252892139	0
140524252893087	0
140524252893144	0
140524252893175	0
140524252893209	0
140524252893235	0
140524252893247	0
140524252893274	0
140524252893298	0
140524252893312	0
140524252893322	0
140524252893332	1
140524252893412	0
140524252893421	0
140524252893452	0
140524252893487	0
140524252893520	0
140524252894559	1
140524252894656	0
140524252894666	1
140524252894735	0
140524252894745	1
140524252894809	1
140524252894889	1
140524252894917	1
